,Crash_Year,Crash_Month,Crash_Day,Time_of_Day,Day_of_Week,City_or_Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Weather Conditions (2016+),Speed Limit at Crash Site,Worst Injury in Crash,Party Type,Person Age,Person Gender
822,2017,January,1,2:00 AM - 3:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
823,2017,January,1,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
824,2017,January,1,10:00 PM - 11:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,Clear,25,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
825,2017,January,1,10:00 PM - 11:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
826,2017,February,1,3:00 PM - 4:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,25,Possible injury (C),Motor vehicle driver,22,Female
827,2017,February,1,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Unknown,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
828,2017,February,1,9:00 PM - 10:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
829,2017,March,1,9:00 PM - 10:00 PM,Wednesday,Wayne County: Wyandotte,Not intersection crash,Not hit-and-run,Dark unlighted,Cloudy,25,Suspected minor injury (B),Motor vehicle driver,85,Female
830,2017,March,1,3:00 PM - 4:00 PM,Wednesday,Wayne County: Livonia,Not intersection crash,Not hit-and-run,Daylight,Cloudy,40,Possible injury (C),Motor vehicle driver,56,Female
831,2017,March,1,1:00 PM - 2:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Rain,35,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
832,2017,April,1,12:00 midnight - 1:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,25,Suspected serious injury (A),Motor vehicle driver,28,Male
833,2017,April,1,12:00 noon - 1:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,Uncoded & errors,Possible injury (C),Motor vehicle driver,65,Male
834,2017,April,1,12:00 noon - 1:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,Uncoded & errors,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
835,2017,May,1,5:00 PM - 6:00 PM,Monday,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Daylight,Clear,15,Suspected minor injury (B),Motor vehicle driver,35,Female
836,2017,June,1,4:00 PM - 5:00 PM,Thursday,Wayne County: Romulus,Intersection crash,Not hit-and-run,Daylight,Clear,45,Suspected serious injury (A),Motor vehicle driver,82,Male
837,2017,June,1,3:00 PM - 4:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,66,Male
838,2017,June,1,6:00 PM - 7:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
839,2017,July,1,1:00 AM - 2:00 AM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
840,2017,August,1,3:00 PM - 4:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,40,Possible injury (C),Motor vehicle driver,49,Female
841,2017,October,1,2:00 PM - 3:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,21,Male
842,2017,October,1,2:00 PM - 3:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
843,2017,November,1,8:00 PM - 9:00 PM,Wednesday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Dark lighted,Clear,25,No injury (O),Motor vehicle driver,81,Female
844,2017,November,1,5:00 AM - 6:00 AM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,68,Male
845,2017,November,1,2:00 AM - 3:00 AM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Clear,25,No injury (O),Motor vehicle driver,25,Male
846,2017,November,1,2:00 AM - 3:00 AM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
847,2017,November,1,8:00 PM - 9:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,Clear,30,Suspected serious injury (A),Motor vehicle driver,37,Male
848,2017,November,1,1:00 AM - 2:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Unknown,Unknown,35,Suspected serious injury (A),Motor vehicle driver,33,Male
849,2017,December,1,3:00 PM - 4:00 PM,Friday,Wayne County: Taylor,Not intersection crash,Hit-and-run,Daylight,Cloudy,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
850,2017,December,1,3:00 PM - 4:00 PM,Friday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Daylight,Clear,40,Possible injury (C),Motor vehicle driver,69,Male
851,2017,December,1,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,Clear,35,Possible injury (C),Motor vehicle driver,27,Male
852,2017,December,1,7:00 PM - 8:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,25,No injury (O),Motor vehicle driver,58,Male
853,2017,December,1,7:00 PM - 8:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
854,2017,December,1,4:00 PM - 5:00 PM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
855,2017,January,2,8:00 PM - 9:00 PM,Monday,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Dark unlighted,Rain,45,Suspected minor injury (B),Motor vehicle driver,28,Male
856,2017,January,2,6:00 PM - 7:00 PM,Monday,Wayne County: Sumpter Twp.,Not intersection crash,Hit-and-run,Dark unlighted,Rain,55,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
857,2017,January,2,10:00 AM - 11:00 AM,Monday,Wayne County: Highland Park,Intersection crash,Not hit-and-run,Daylight,Clear,30,No injury (O),Motor vehicle driver,70,Male
858,2017,February,2,3:00 PM - 4:00 PM,Thursday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
859,2017,February,2,8:00 PM - 9:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Cloudy,25,Suspected minor injury (B),Motor vehicle driver,52,Male
860,2017,March,2,7:00 PM - 8:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,30,Suspected serious injury (A),Motor vehicle driver,35,Male
861,2017,March,2,10:00 PM - 11:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,30,No injury (O),Motor vehicle driver,DOB invalid,Male
862,2017,April,2,7:00 AM - 8:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,70,Fatal injury (K),Motor vehicle driver,17,Male
863,2017,April,2,7:00 AM - 8:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,70,Fatal injury (K),Motor vehicle driver,19,Male
864,2017,April,2,7:00 AM - 8:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,70,Fatal injury (K),Motor vehicle driver,DOB invalid,Uncoded & errors
865,2017,April,2,9:00 PM - 10:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,30,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
866,2017,May,2,3:00 PM - 4:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,25,Possible injury (C),Motor vehicle driver,25,Female
867,2017,May,2,9:00 PM - 10:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Cloudy,30,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
868,2017,June,2,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,30,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
869,2017,July,2,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,45,No injury (O),Motor vehicle driver,55,Male
870,2017,July,2,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
871,2017,August,2,5:00 PM - 6:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Rain,25,Possible injury (C),Motor vehicle driver,22,Male
872,2017,August,2,5:00 PM - 6:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Rain,35,Possible injury (C),Motor vehicle driver,DOB invalid,Male
873,2017,September,2,11:00 PM - 12:00 midnight,Saturday,Wayne County: Romulus,Intersection crash,Not hit-and-run,Dark unlighted,Clear,45,Fatal injury (K),Motor vehicle driver,40,Female
874,2017,September,2,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Cloudy,35,Suspected minor injury (B),Motor vehicle driver,33,Female
875,2017,September,2,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,40,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
876,2017,October,2,8:00 PM - 9:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,30,No injury (O),Motor vehicle driver,66,Male
877,2017,November,2,7:00 AM - 8:00 AM,Thursday,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Dark lighted,Rain,25,Possible injury (C),Motor vehicle driver,80,Male
878,2017,November,2,6:00 PM - 7:00 PM,Thursday,Wayne County: Dearborn Heights,Intersection crash,Hit-and-run,Unknown,Unknown,25,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
879,2017,November,2,3:00 PM - 4:00 PM,Thursday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,Cloudy,35,Suspected minor injury (B),Motor vehicle driver,38,Female
880,2017,November,2,11:00 PM - 12:00 midnight,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Rain,30,Possible injury (C),Motor vehicle driver,49,Male
881,2017,November,2,7:00 AM - 8:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Rain,30,Possible injury (C),Motor vehicle driver,DOB invalid,Male
